iter	Logloss
0	0.6864621466
1	0.6781961452
2	0.6722322603
3	0.6650563672
4	0.6576231631
5	0.6505342622
6	0.6432097877
7	0.63694874
8	0.6309017416
9	0.624548033
10	0.6175312916
11	0.6114542444
12	0.6063257143
13	0.6004724769
14	0.5941733248
15	0.5889402421
16	0.5830289105
17	0.5775091075
18	0.5715942383
19	0.5663075367
20	0.5617188182
21	0.557180735
22	0.5512328761
23	0.5459154012
24	0.5415085095
25	0.5378277315
26	0.5333473589
27	0.5284977492
28	0.5252244832
29	0.5215183876
30	0.516965344
31	0.5127081844
32	0.508546371
33	0.5053093766
34	0.5007913259
35	0.4975585938
36	0.4933896198
37	0.4889534892
38	0.4850219215
39	0.4815553633
40	0.477116036
41	0.474163162
42	0.4703685398
43	0.4679252156
44	0.4639920709
45	0.4599150759
46	0.4569424677
47	0.4546306333
48	0.4515804951
49	0.4487002922
50	0.4463185571
51	0.4426388874
52	0.4395283108
53	0.4365358832
54	0.4336437886
55	0.4298008327
56	0.4270970861
57	0.4240803212
58	0.4209049587
59	0.4190285965
60	0.4156682531
61	0.4134214604
62	0.4110951344
63	0.4087450251
64	0.4062933469
65	0.4028334378
66	0.4006282018
67	0.3989015718
68	0.3964596541
69	0.3941508885
70	0.3924909624
71	0.3894968299
72	0.3869753363
73	0.3850029034
74	0.3832622507
75	0.3811655737
76	0.3785876908
77	0.3764541029
78	0.3732702159
79	0.3714475152
80	0.3685289095
81	0.3655333279
82	0.3630156704
83	0.3601311199
84	0.3578700487
85	0.3555833827
86	0.3537531592
87	0.3517687494
88	0.3501634651
89	0.3477793219
90	0.345783532
91	0.3440439661
92	0.3423851269
93	0.3408694347
94	0.338779556
95	0.3362097714
96	0.3350628048
97	0.333066887
98	0.3313344178
99	0.3298019537
100	0.3278080605
101	0.3263911881
102	0.3247523388
103	0.3230467429
104	0.3216082823
105	0.3195995991
106	0.3179303814
107	0.3165736918
108	0.3149277245
109	0.313347971
110	0.3119402837
111	0.3106862926
112	0.3092881954
113	0.3081557418
114	0.3070098195
115	0.3052644996
116	0.3036636907
117	0.301896335
118	0.3002159076
119	0.2988408478
120	0.2973397324
121	0.2960732529
122	0.294335605
123	0.2924701115
124	0.2910146234
125	0.2887586029
126	0.2874362242
127	0.2856757521
128	0.2843031217
129	0.2828748479
130	0.2813732424
131	0.2798352162
132	0.2787250327
133	0.2778986926
134	0.276794391
135	0.2757025777
136	0.2744630782
137	0.2728478629
138	0.2719573761
139	0.2705613888
140	0.2696593514
141	0.2686199636
142	0.2676573599
143	0.2663495581
144	0.2650605527
145	0.2638488002
146	0.2626808848
147	0.2616255776
148	0.2611109984
149	0.259670833
150	0.2588829168
151	0.2573048895
152	0.2562096452
153	0.2555459305
154	0.2542906394
155	0.2531344025
156	0.2523219359
157	0.2513921727
158	0.2502141771
159	0.2493370951
160	0.2478916658
161	0.2469778647
162	0.2457628303
163	0.2445030639
164	0.2438537981
165	0.2427562522
166	0.2419668443
167	0.2410918721
168	0.2401659236
169	0.2389525941
170	0.2380889381
171	0.2371206443
172	0.23638997
173	0.2352525935
174	0.2344411925
175	0.2335382387
176	0.2328636553
177	0.2317479736
178	0.2309839259
179	0.2303574631
180	0.2286520164
181	0.2277616149
182	0.2263842961
183	0.2255504544
184	0.2242769209
185	0.2231267791
186	0.2219622948
187	0.2214201176
188	0.2205044624
189	0.2195201852
190	0.2186736847
191	0.217788334
192	0.2170423156
193	0.2160614696
194	0.2153636996
195	0.2145800031
196	0.2137831363
197	0.2133162728
198	0.2124180288
199	0.2113207812
200	0.210612995
201	0.2097212935
202	0.2091441021
203	0.2085521847
204	0.208024968
205	0.2073798366
206	0.2066998615
207	0.2056963404
208	0.2043932483
209	0.20359977
210	0.2024654623
211	0.2018604172
212	0.2012498951
213	0.2009511766
214	0.2000906747
215	0.1995565745
216	0.1986746122
217	0.1982844901
218	0.1975954365
219	0.1967596981
220	0.196239237
221	0.1956646456
222	0.1949628265
223	0.1941931101
224	0.1937004388
225	0.1931551289
226	0.1922926663
227	0.191828488
228	0.1910115247
229	0.1901864206
230	0.1894789328
231	0.1889006972
232	0.1882923915
233	0.1877686058
234	0.1870764407
235	0.1865673172
236	0.1859834128
237	0.1852634792
238	0.1846544916
239	0.1839543135
240	0.1830899968
241	0.1825388903
242	0.1818777329
243	0.1811908104
244	0.1804267414
245	0.1798982034
246	0.1792547343
247	0.1787406133
248	0.1781942272
249	0.1773451693
250	0.1768399564
251	0.1761637214
252	0.1757184141
253	0.1754103932
254	0.1747050791
255	0.1741671216
256	0.1737238069
257	0.1731381976
258	0.1724696026
259	0.1719157896
260	0.1712227081
261	0.1707672886
262	0.1700156228
263	0.169436279
264	0.1687932894
265	0.1683117318
266	0.1679511363
267	0.1674365038
268	0.1668371914
269	0.1663210352
270	0.1657316858
271	0.1653546168
272	0.1650128072
273	0.1645959822
274	0.1640346996
275	0.1635254162
276	0.1630376464
277	0.1626557931
278	0.162160639
279	0.1617009467
280	0.1613176335
281	0.1606629015
282	0.160248815
283	0.1598473021
284	0.1591972372
285	0.1588153733
286	0.1578763717
287	0.1574015484
288	0.1568467124
289	0.1562190669
290	0.155579519
291	0.1551258258
292	0.154742747
293	0.1543068912
294	0.1539913689
295	0.1533536858
296	0.152801876
297	0.1524138317
298	0.1520335022
299	0.1517436278
300	0.1513035737
301	0.1506846018
302	0.150208031
303	0.1498119844
304	0.1492376274
305	0.148963843
306	0.1485799225
307	0.1482565256
308	0.1476506494
309	0.1472031897
310	0.146534062
311	0.1458371125
312	0.1454036755
313	0.1450757075
314	0.1447677825
315	0.1444449185
316	0.1441202004
317	0.1437092041
318	0.1430838814
319	0.1427277826
320	0.1422195328
321	0.1418237739
322	0.1415578427
323	0.1411668682
324	0.1408806806
325	0.1406088461
326	0.1402971491
327	0.1398754653
328	0.1391757773
329	0.1387713981
330	0.1384367703
331	0.1380915935
332	0.1376766546
333	0.136858743
334	0.1362444276
335	0.1357572332
336	0.1354718981
337	0.1351395186
338	0.1347884386
339	0.134429953
340	0.1338040336
341	0.1332891773
342	0.1328664918
343	0.1325784822
344	0.1322196023
345	0.1319676298
346	0.1315318592
347	0.1310122612
348	0.1303831985
349	0.129855449
350	0.1294079999
351	0.1290656681
352	0.1287793421
353	0.1282563023
354	0.1281224789
355	0.1279246048
356	0.1275086856
357	0.1270167495
358	0.1264543054
359	0.1262546944
360	0.1258826762
361	0.1256024451
362	0.1251765629
363	0.1248506088
364	0.1245853488
365	0.1242341622
366	0.1239117457
367	0.1235443946
368	0.123280083
369	0.1228950543
370	0.1226035816
371	0.1221714446
372	0.121811659
373	0.1212536583
374	0.1208180262
375	0.1206205357
376	0.1203303843
377	0.1199056743
378	0.1195744562
379	0.1192786361
380	0.1188334566
381	0.1186001527
382	0.1183069112
383	0.1177137897
384	0.1172895059
385	0.1169876226
386	0.1166148053
387	0.1163820768
388	0.1161199282
389	0.1158848129
390	0.1154955219
391	0.1151433764
392	0.1149182027
393	0.1146537632
394	0.1143595733
395	0.1141922061
396	0.1139438032
397	0.1135870758
398	0.1133476769
399	0.1130093516
400	0.1126204123
401	0.1122505358
402	0.1119008837
403	0.1115654461
404	0.1113351151
405	0.111099403
406	0.1108033377
407	0.1105648233
408	0.1102129334
409	0.1098620452
410	0.1096259815
411	0.1092646934
412	0.1089024464
413	0.1086989461
414	0.1083756985
415	0.1081420749
416	0.1079676218
417	0.1077355966
418	0.1073454958
419	0.1070747802
420	0.1067869091
421	0.1065368013
422	0.106192072
423	0.1059372225
424	0.1057011056
425	0.1054833481
426	0.1052221586
427	0.1048788571
428	0.1045346393
429	0.1042399273
430	0.1039096044
431	0.1036986026
432	0.1035062481
433	0.1032302047
434	0.1030367526
435	0.1027887227
436	0.1026675901
437	0.1024555654
438	0.1022404292
439	0.1018282288
440	0.1015505018
441	0.1012049201
442	0.1008337756
443	0.1005514774
444	0.1003958207
445	0.100044357
446	0.09981381294
447	0.09966383566
448	0.09943256698
449	0.09923572647
450	0.09884045777
451	0.09862946665
452	0.09828480129
453	0.09803751727
454	0.09777424988
455	0.09753534115
456	0.09723914802
457	0.09683042132
458	0.0965637548
459	0.09634989733
460	0.09602922834
461	0.09588691243
462	0.09561216898
463	0.09536039896
464	0.09516973868
465	0.094876966
466	0.09464771122
467	0.0943385609
468	0.09403798833
469	0.09380915977
470	0.09357889271
471	0.09328322171
472	0.09302172315
473	0.0928605362
474	0.09267907169
475	0.09243738185
476	0.09211792759
477	0.0918411809
478	0.09162425462
479	0.09142789361
480	0.09122079178
481	0.09100708349
482	0.09084109088
483	0.09062037122
484	0.0903413016
485	0.09007454984
486	0.08973100332
487	0.08960525683
488	0.08938865022
489	0.08911042773
490	0.08897896985
491	0.08876577836
492	0.08845496044
493	0.08826809356
494	0.08798585391
495	0.08770123807
496	0.08748602734
497	0.08732856452
498	0.08717670654
499	0.08697553453
500	0.08674032861
501	0.08657486346
502	0.08635290775
503	0.08615901883
504	0.08590746192
505	0.08577464013
506	0.08555936547
507	0.08538626559
508	0.08513319559
509	0.08493226334
510	0.08468522972
511	0.08444650213
512	0.08421356585
513	0.08404547942
514	0.08378942586
515	0.08345514969
516	0.08325959318
517	0.08308634412
518	0.08287275304
519	0.08275022453
520	0.08252996306
521	0.08228027621
522	0.08205599758
523	0.08180100425
524	0.08154184991
525	0.08134408237
526	0.08115419995
527	0.08097528213
528	0.0808168976
529	0.08041859206
530	0.08022520396
531	0.07998290142
532	0.07972516427
533	0.07957937997
534	0.07937672684
535	0.07916886314
536	0.07891875006
537	0.07867089064
538	0.07843954736
539	0.07824975552
540	0.07798108042
541	0.07776310457
542	0.07756515055
543	0.07745634111
544	0.07726926644
545	0.07708914986
546	0.07691560777
547	0.07676053713
548	0.07658075088
549	0.07639328728
550	0.07619994179
551	0.07599913741
552	0.07588072196
553	0.07560297364
554	0.07543158398
555	0.07528239522
556	0.07516876945
557	0.07499785397
558	0.07488879412
559	0.07468163368
560	0.07446177712
561	0.07432042553
562	0.07419203646
563	0.07397964946
