iter	Passed	Remaining
1798	2383	329
1799	2385	328
1800	2386	327
1801	2387	325
1802	2389	324
1803	2390	323
1804	2391	322
1805	2393	320
1806	2394	319
1807	2395	318
1808	2397	316
1809	2398	315
1810	2400	314
1811	2401	312
1812	2402	311
1813	2403	310
1814	2405	308
1815	2406	307
1816	2407	306
1817	2409	304
1818	2410	303
1819	2411	302
1820	2413	300
1821	2414	299
1822	2415	298
1823	2417	296
1824	2418	295
1825	2419	294
1826	2421	292
1827	2422	291
1828	2423	290
1829	2424	288
1830	2426	287
1831	2427	286
1832	2428	284
1833	2430	283
1834	2431	282
1835	2432	280
1836	2434	279
1837	2435	278
1838	2437	276
1839	2438	275
1840	2440	274
1841	2441	273
1842	2442	271
1843	2444	270
1844	2445	269
1845	2446	267
1846	2448	266
1847	2449	265
1848	2450	263
1849	2452	262
1850	2453	261
1851	2454	259
1852	2456	258
1853	2457	257
1854	2458	255
1855	2460	254
1856	2461	253
1857	2462	251
1858	2464	250
1859	2465	249
1860	2467	247
1861	2468	246
1862	2469	245
1863	2471	243
1864	2472	242
1865	2474	241
1866	2475	239
1867	2476	238
1868	2478	237
1869	2479	236
1870	2480	234
1871	2482	233
1872	2483	232
1873	2484	230
1874	2485	229
1875	2487	228
1876	2488	226
1877	2489	225
1878	2491	224
1879	2492	222
1880	2493	221
1881	2495	220
1882	2496	218
1883	2497	217
1884	2499	216
1885	2500	214
1886	2501	213
1887	2503	212
1888	2504	210
1889	2505	209
1890	2507	208
1891	2508	206
1892	2509	205
1893	2511	204
1894	2512	202
1895	2514	201
1896	2515	200
1897	2516	198
1898	2518	197
1899	2519	196
1900	2521	194
1901	2522	193
1902	2523	192
1903	2525	190
1904	2526	189
1905	2527	188
1906	2529	187
1907	2530	185
1908	2532	184
1909	2533	183
1910	2535	181
1911	2536	180
1912	2537	179
1913	2539	177
1914	2540	176
1915	2541	175
1916	2543	173
1917	2544	172
1918	2545	171
1919	2547	169
1920	2548	168
1921	2549	167
1922	2551	165
1923	2552	164
1924	2553	163
1925	2555	161
1926	2556	160
1927	2558	159
1928	2559	157
1929	2560	156
1930	2562	155
1931	2563	153
1932	2564	152
1933	2566	151
1934	2567	149
1935	2569	148
1936	2570	147
1937	2571	145
1938	2573	144
1939	2574	143
1940	2576	142
1941	2577	140
1942	2578	139
1943	2580	138
1944	2581	136
1945	2583	135
1946	2584	134
1947	2585	132
1948	2587	131
1949	2588	130
1950	2589	128
1951	2591	127
1952	2592	126
1953	2594	124
1954	2595	123
1955	2596	122
1956	2598	120
1957	2599	119
1958	2601	118
1959	2602	116
1960	2604	115
1961	2605	114
1962	2606	112
1963	2608	111
1964	2609	110
1965	2610	108
1966	2612	107
1967	2613	106
1968	2614	104
1969	2616	103
1970	2617	102
1971	2618	100
1972	2620	99
1973	2621	98
1974	2622	96
1975	2624	95
1976	2625	94
1977	2627	92
1978	2629	91
1979	2630	90
1980	2632	89
1981	2633	87
1982	2635	86
1983	2636	85
1984	2638	83
1985	2639	82
1986	2641	81
1987	2642	79
1988	2643	78
1989	2645	77
1990	2646	75
1991	2647	74
1992	2649	73
1993	2650	71
1994	2652	70
1995	2653	69
1996	2654	67
1997	2656	66
1998	2657	65
1999	2659	63
2000	2660	62
2001	2661	61
2002	2663	59
2003	2664	58
2004	2665	57
2005	2667	55
2006	2668	54
2007	2670	53
2008	2671	51
2009	2672	50
2010	2674	49
2011	2675	47
2012	2676	46
2013	2678	45
2014	2679	43
2015	2680	42
2016	2682	41
2017	2683	39
2018	2684	38
2019	2685	37
2020	2687	35
2021	2688	34
2022	2689	33
2023	2691	31
2024	2692	30
2025	2693	29
2026	2695	27
2027	2696	26
2028	2697	25
2029	2699	23
2030	2700	22
2031	2702	21
2032	2703	19
2033	2704	18
2034	2705	17
2035	2707	15
2036	2708	14
2037	2709	13
2038	2711	11
2039	2712	10
2040	2714	9
2041	2715	7
2042	2717	6
2043	2718	5
2044	2719	3
2045	2721	2
2046	2722	1
2047	2724	0
